Boro-Block-Lot,Condominium_Coop,Address,Neighborhood,Building Code,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000 ,No_NewSta_1000,NewSta_1000,y,x
1-01660-7501,0716-R1,2141 2 AVENUE,HARLEM-EAST,R2-WALK-UP,10,1910,6504,253721,39.01,419.4623656,114145,17.55,139576,1116001,171.59,2017,2,536,394.365153,394.365153,0,1,0,0,1,0,0,1,0,3,0,0,40.7934089,-73.9407833
1-01660-7501,0716-R1,2141 2 AVENUE,HARLEM-EAST,R2  -WALK-UP,10,1910,6504,265753,40.86,439.3548387,106601,16.39,159152,1281001,196.96,2018,3,536,394.365153,394.365153,0,1,0,0,1,0,0,0,1,3,0,0,40.7934089,-73.9407833
1-01623-7501,1322-R1,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOPS,152,2003,109646,2425370,22.12,237.8494624,1074531,9.8,1350839,10567000,96.37,2016,1,409,273.565427,273.565427,0,1,0,0,1,0,1,0,0,3,0,0,40.8009078,-73.9439615
1-01623-7501,1322-R1,1787 MADISON AVENUE,HARLEM-EAST,R9-CONDOPS,152,2003,109646,2470324,22.53,242.2580645,1111810,10.14,1358514,10756000,98.1,2017,2,409,273.565427,273.565427,0,1,0,0,1,0,0,1,0,3,0,0,40.8009078,-73.9439615
1-01623-7501,1322-R1,1787 MADISON AVENUE,HARLEM-EAST,R9  -CONDOPS,152,2003,109646,2950574,26.91,289.3548387,1469256,13.4,1481318,11542000,105.27,2018,3,409,273.565427,273.565427,0,1,0,0,1,0,0,0,1,3,0,0,40.8009078,-73.9439615
1-01661-7501,1403-R1,227 EAST 111 STREET,HARLEM-EAST,R4-ELEVATOR,22,2003,25721,858824,33.39,359.0322581,175932,6.84,682892,5464003,212.43,2016,1,592,324.7518538,324.7518538,0,1,0,0,1,0,1,0,0,3,0,0,40.794376,-73.9409878
1-01661-7501,1403-R1,227 EAST 111 STREET,HARLEM-EAST,R4-ELEVATOR,22,2003,25721,940617,36.57,393.2258065,256181,9.96,684436,5475001,212.86,2017,2,592,324.7518538,324.7518538,0,1,0,0,1,0,0,1,0,3,0,0,40.794376,-73.9409878
1-01661-7501,1403-R1,227 EAST 111 STREET,HARLEM-EAST,R4  -ELEVATOR,22,2003,25721,931615,36.22,389.4623656,150725,5.86,780890,6250003,242.99,2018,3,592,324.7518538,324.7518538,0,1,0,0,1,0,0,0,1,3,0,0,40.794376,-73.9409878
1-01646-7501,1462-R1,1865 2 AVENUE,HARLEM-EAST,R9-CONDOPS,17,1987,22626,739870,32.7,351.6129032,355228,15.7,384642,3079000,136.08,2016,1,424,347.1880759,116.4163722,230.7717037,1,0,0,1,0,1,0,0,3,1,1,40.7844896,-73.9471586
1-01646-7501,1462-R1,1865 2 AVENUE,HARLEM-EAST,R9-CONDOPS,17,1987,22626,669503,29.59,318.172043,254995,11.27,414508,3316000,146.56,2017,2,424,347.1880759,116.4163722,230.7717037,1,0,0,1,0,0,1,0,3,1,1,40.7844896,-73.9471586
1-01646-7501,1462-R1,1865 2 AVENUE,HARLEM-EAST,RR  -CONRENT,17,1987,22626,671540,29.68,319.1397849,198883,8.79,472657,3726000,164.68,2018,3,424,347.1880759,116.4163722,230.7717037,1,0,0,1,0,0,0,1,3,1,1,40.7844896,-73.9471586
1-01674-7501,1471-R1,333 EAST 102 STREET,HARLEM-EAST,R9-CONDOPS,233,2003,315656,11224727,35.56,382.3655914,3986735,12.63,7237992,57918000,183.48,2016,1,931,582.0998797,582.0998797,0,1,0,0,1,0,1,0,0,4,1,1,40.7875832,-73.9426221
1-01674-7501,1471-R1,333 EAST 102 STREET,HARLEM-EAST,R9-CONDOPS,233,2003,315656,10823844,34.29,368.7096774,2964010,9.39,7859834,62874000,199.19,2017,2,931,582.0998797,582.0998797,0,1,0,0,1,0,0,1,0,4,1,1,40.7875832,-73.9426221
1-01674-7501,1471-R1,333 EAST 102 STREET,HARLEM-EAST,R9  -CONDOPS,233,2003,315656,11587732,36.71,394.7311828,3355423,10.63,8232309,65943000,208.91,2018,3,931,582.0998797,582.0998797,0,1,0,0,1,0,0,0,1,4,1,1,40.7875832,-73.9426221
1-01683-7501,1479-R1,324 EAST 112 STREET,HARLEM-EAST,R4-ELEVATOR,20,2004,22295,829374,37.2,400,256615,11.51,572759,4583000,205.56,2016,1,893,528.2890424,528.2890424,0,1,0,0,1,0,1,0,0,3,0,0,40.7938337,-73.9386687
1-01683-7501,1479-R1,324 EAST 112 STREET,HARLEM-EAST,R4-ELEVATOR,20,2004,22295,927695,41.61,447.4193548,321048,14.4,606647,4853003,217.67,2017,2,893,528.2890424,528.2890424,0,1,0,0,1,0,0,1,0,3,0,0,40.7938337,-73.9386687
1-01683-7501,1479-R1,324 EAST 112 STREET,HARLEM-EAST,R4  -ELEVATOR,20,2004,22295,908744,40.76,438.2795699,251265,11.27,657479,5291998,237.36,2018,3,893,528.2890424,528.2890424,0,1,0,0,1,0,0,0,1,3,0,0,40.7938337,-73.9386687
1-01646-7502,1512-R2,215 EAST 96 STREET,HARLEM-EAST,R9-CONDOPS,215,2005,184939,7845112,42.42,456.1290323,3164306,17.11,4680806,37455000,202.53,2016,1,543,241.9709383,167.2840244,74.6869139,1,0,0,1,0,1,0,0,3,1,1,40.7849867,-73.9482271
1-01646-7502,1512-R2,215 EAST 96 STREET,HARLEM-EAST,R9-CONDOPS,215,2005,184939,7674969,41.5,446.2365591,2992313,16.18,4682656,37458000,202.54,2017,2,543,241.9709383,167.2840244,74.6869139,1,0,0,1,0,0,1,0,3,1,1,40.7849867,-73.9482271
1-01646-7502,1512-R2,215 EAST 96 STREET,HARLEM-EAST,R9  -CONDOPS,215,2005,184939,8542332,46.19,496.6666667,3253077,17.59,5289255,42573000,230.2,2018,3,543,241.9709383,167.2840244,74.6869139,1,0,0,1,0,0,0,1,3,1,1,40.7849867,-73.9482271
1-01681-7501,1573-R1,2132 2 AVENUE,HARLEM-EAST,R4-ELEVATOR,31,2006,32483,1358764,41.83,449.7849462,333276,10.26,1025488,8206008,252.62,2016,1,530,452.2299047,452.2299047,0,1,0,0,1,0,1,0,0,3,0,0,40.7929253,-73.9404138
1-01681-7501,1573-R1,2132 2 AVENUE,HARLEM-EAST,R4-ELEVATOR,31,2006,32483,1459461,44.93,483.1182796,378102,11.64,1081359,8650009,266.29,2017,2,530,452.2299047,452.2299047,0,1,0,0,1,0,0,1,0,3,0,0,40.7929253,-73.9404138
1-01681-7501,1573-R1,2132 2 AVENUE,HARLEM-EAST,R4  -ELEVATOR,31,2006,32483,1428278,43.97,472.7956989,243947,7.51,1184331,9533014,293.48,2018,3,530,452.2299047,452.2299047,0,1,0,0,1,0,0,0,1,3,0,0,40.7929253,-73.9404138
1-01627-7501,1628-R1,158 EAST 100 STREET,HARLEM-EAST,R4-ELEVATOR,12,2004,6342,230341,36.32,390.5376344,71982,11.35,158359,1267001,199.78,2016,1,315,296.0187564,296.0187564,0,1,0,0,1,0,1,0,0,4,1,1,40.7879956,-73.9485879
1-01627-7501,1628-R1,158 EAST 100 STREET,HARLEM-EAST,R4-ELEVATOR,12,2004,6342,229327,36.16,388.8172043,68811,10.85,160516,1284001,202.46,2017,2,315,296.0187564,296.0187564,0,1,0,0,1,0,0,1,0,4,1,1,40.7879956,-73.9485879
1-01627-7501,1628-R1,158 EAST 100 STREET,HARLEM-EAST,R4  -ELEVATOR,12,2004,6342,263256,41.51,446.344086,91071,14.36,172185,1385998,218.54,2018,3,315,296.0187564,296.0187564,0,1,0,0,1,0,0,0,1,4,1,1,40.7879956,-73.9485879
1-01807-7501,1732-R1,414 EAST 120 STREET,HARLEM-EAST,R4-ELEVATOR,12,2006,9745,215267,22.09,237.5268817,76401,7.84,138866,1085996,111.44,2016,1,1062,741.7180828,741.7180828,0,1,0,0,1,0,1,0,0,2,0,0,40.7980995,-73.9328822
1-01807-7501,1732-R1,414 EAST 120 STREET,HARLEM-EAST,R4-ELEVATOR,12,2006,9745,235634,24.18,260,92772,9.52,142862,1142999,117.29,2017,2,1062,741.7180828,741.7180828,0,1,0,0,1,0,0,1,0,2,0,0,40.7980995,-73.9328822
1-01807-7501,1732-R1,414 EAST 120 STREET,HARLEM-EAST,R4  -ELEVATOR,12,2006,9745,252785,25.94,278.9247312,90823,9.32,161962,1255996,128.89,2018,3,1062,741.7180828,741.7180828,0,1,0,0,1,0,0,0,1,2,0,0,40.7980995,-73.9328822
1-01630-7502,1801-R1,117 EAST 102 STREET,HARLEM-EAST,R4-ELEVATOR,11,2006,12184,358331,29.41,316.2365591,129150,10.6,229181,1834005,150.53,2016,1,135,121.3582995,121.3582995,0,1,0,0,1,0,1,0,0,4,1,1,40.7901749,-73.9487257
1-01630-7502,1801-R1,117 EAST 102 STREET,HARLEM-EAST,R4-ELEVATOR,11,2006,12184,388304,31.87,342.688172,155346,12.75,232958,1864005,152.99,2017,2,135,121.3582995,121.3582995,0,1,0,0,1,0,0,1,0,4,1,1,40.7901749,-73.9487257
1-01630-7502,1801-R1,117 EAST 102 STREET,HARLEM-EAST,R4  -ELEVATOR,11,2006,12184,401463,32.95,354.3010753,168992,13.87,232471,1849001,151.76,2018,3,135,121.3582995,121.3582995,0,1,0,0,1,0,0,0,1,4,1,1,40.7901749,-73.9487257
1-01788-7501,1820-R1,2279 3 AVENUE,HARLEM-EAST,R4-ELEVATOR,11,2006,16737,416584,24.89,267.6344086,189128,11.3,227456,1815995,108.5,2016,1,596,370.7774726,370.7774726,0,1,0,0,1,0,1,0,0,2,0,0,40.8027536,-73.936051
1-01788-7501,1820-R1,2279 3 AVENUE,HARLEM-EAST,R4-ELEVATOR,11,2006,16737,387629,23.16,249.0322581,172726,10.32,214903,1708996,102.11,2017,2,596,370.7774726,370.7774726,0,1,0,0,1,0,0,1,0,2,0,0,40.8027536,-73.936051
1-01788-7501,1820-R1,2279 3 AVENUE,HARLEM-EAST,R4  -ELEVATOR,11,2006,16737,453740,27.11,291.5053763,226786,13.55,226954,1769996,105.75,2018,3,596,370.7774726,370.7774726,0,1,0,0,1,0,0,0,1,2,0,0,40.8027536,-73.936051
1-01667-7501,1829-R1,232 EAST 118 STREET,HARLEM-EAST,R4-ELEVATOR,12,1910,12222,382671,31.31,336.6666667,123320,10.09,259351,2075005,169.78,2016,1,614,323.7164826,323.7164826,0,1,0,0,1,0,1,0,0,3,0,0,40.7983883,-73.937888
1-01667-7501,1829-R1,232 EAST 118 STREET,HARLEM-EAST,R4-ELEVATOR,12,1910,12222,424592,34.74,373.5483871,156564,12.81,268028,2144003,175.42,2017,2,614,323.7164826,323.7164826,0,1,0,0,1,0,0,1,0,3,0,0,40.7983883,-73.937888
1-01667-7501,1829-R1,232 EAST 118 STREET,HARLEM-EAST,R4  -ELEVATOR,12,1910,12222,431437,35.3,379.5698925,142509,11.66,288928,2313000,189.25,2018,3,614,323.7164826,323.7164826,0,1,0,0,1,0,0,0,1,3,0,0,40.7983883,-73.937888
1-01788-7502,1876-R1,206 EAST 124 STREET,HARLEM-EAST,R2-WALK-UP,16,1900,12090,343235,28.39,305.2688172,166600,13.78,176635,1413000,116.87,2016,1,492,393.8228211,393.8228211,0,1,0,0,1,0,1,0,0,2,0,0,40.8026108,-73.9358497
1-01788-7502,1876-R1,206 EAST 124 STREET,HARLEM-EAST,R2-WALK-UP,16,1900,12090,331750,27.44,295.0537634,148344,12.27,183406,1467000,121.34,2017,2,492,393.8228211,393.8228211,0,1,0,0,1,0,0,1,0,2,0,0,40.8026108,-73.9358497
1-01788-7502,1876-R1,206 EAST 124 STREET,HARLEM-EAST,R2  -WALK-UP,16,1900,12090,385429,31.88,342.7956989,144717,11.97,240712,1910000,157.98,2018,3,492,393.8228211,393.8228211,0,1,0,0,1,0,0,0,1,2,0,0,40.8026108,-73.9358497
1-01680-7502,1883-R1,330 EAST 109 STREET,HARLEM-EAST,R4-ELEVATOR,28,2007,25174,880083,34.96,375.9139785,222538,8.84,657545,5262008,209.03,2016,1,918,573.6493364,573.6493364,0,1,0,0,1,0,1,0,0,3,0,0,40.7918318,-73.9397922
1-01680-7502,1883-R1,330 EAST 109 STREET,HARLEM-EAST,R4-ELEVATOR,28,2007,25174,1004694,39.91,429.1397849,265586,10.55,739108,5912012,234.85,2017,2,918,573.6493364,573.6493364,0,1,0,0,1,0,0,1,0,3,0,0,40.7918318,-73.9397922
1-01680-7502,1883-R1,330 EAST 109 STREET,HARLEM-EAST,R4  -ELEVATOR,28,2007,25174,1001925,39.8,427.9569892,176721,7.02,825204,6637010,263.65,2018,3,918,573.6493364,573.6493364,0,1,0,0,1,0,0,0,1,3,0,0,40.7918318,-73.9397922
1-01785-7501,1901-R1,207 EAST 120 STREET,HARLEM-EAST,R2-WALK-UP,11,1900,14440,402298,27.86,299.5698925,185987,12.88,216311,1731000,119.88,2016,1,495,364.2066092,364.2066092,0,1,0,0,1,0,1,0,0,3,0,0,40.8004182,-73.9375206
1-01785-7501,1901-R1,207 EAST 120 STREET,HARLEM-EAST,R2-WALK-UP,11,1900,14440,394068,27.29,293.4408602,177323,12.28,216745,1734002,120.08,2017,2,495,364.2066092,364.2066092,0,1,0,0,1,0,0,1,0,3,0,0,40.8004182,-73.9375206
1-01785-7501,1901-R1,207 EAST 120 STREET,HARLEM-EAST,R2  -WALK-UP,11,1900,14440,406919,28.18,303.0107527,160428,11.11,246491,1933001,133.86,2018,3,495,364.2066092,364.2066092,0,1,0,0,1,0,0,0,1,3,0,0,40.8004182,-73.9375206
1-01676-7504,1905-R1,2019 1 AVENUE,HARLEM-EAST,R4-ELEVATOR,41,2007,32660,1230302,37.67,405.0537634,517661,15.85,712641,5702000,174.59,2016,1,471,620.2279288,620.2279288,0,1,0,0,1,0,1,0,0,4,1,1,40.7886015,-73.9411945
1-01676-7504,1905-R1,2019 1 AVENUE,HARLEM-EAST,R4-ELEVATOR,41,2007,32660,1261003,38.61,415.1612903,496432,15.2,764571,6115999,187.26,2017,2,471,620.2279288,620.2279288,0,1,0,0,1,0,0,1,0,4,1,1,40.7886015,-73.9411945
1-01676-7504,1905-R1,2019 1 AVENUE,HARLEM-EAST,R4  -ELEVATOR,41,2007,32660,1308360,40.06,430.7526882,442543,13.55,865817,6963000,213.2,2018,3,471,620.2279288,620.2279288,0,1,0,0,1,0,0,0,1,4,1,1,40.7886015,-73.9411945
1-01783-7501,1923-R1,249 EAST 118 STREET,HARLEM-EAST,R4-ELEVATOR,28,2008,35526,835216,23.51,252.7956989,365918,10.3,469298,3708002,104.37,2016,1,672,390.8744256,390.8744256,0,1,0,0,1,0,1,0,0,3,0,0,40.798534,-73.9370154
1-01783-7501,1923-R1,249 EAST 118 STREET,HARLEM-EAST,R4-ELEVATOR,28,2008,35526,919413,25.88,278.2795699,387589,10.91,531824,4254000,119.74,2017,2,672,390.8744256,390.8744256,0,1,0,0,1,0,0,1,0,3,0,0,40.798534,-73.9370154
1-01783-7501,1923-R1,249 EAST 118 STREET,HARLEM-EAST,R4  -ELEVATOR,28,2008,35526,947123,26.66,286.6666667,371247,10.45,575876,4484000,126.22,2018,3,672,390.8744256,390.8744256,0,1,0,0,1,0,0,0,1,3,0,0,40.798534,-73.9370154
1-01638-7501,1932-R1,161 EAST 110 STREET,HARLEM-EAST,R4-ELEVATOR,68,2008,65699,1813949,27.61,296.8817204,733858,11.17,1080091,8642992,131.55,2016,1,332,127.0889049,127.0889049,0,1,0,0,1,0,1,0,0,3,0,0,40.794665,-73.9435595
1-01638-7501,1932-R1,161 EAST 110 STREET,HARLEM-EAST,R4-ELEVATOR,68,2008,65699,2005790,30.53,328.2795699,902704,13.74,1103086,8825002,134.32,2017,2,332,127.0889049,127.0889049,0,1,0,0,1,0,0,1,0,3,0,0,40.794665,-73.9435595
1-01638-7501,1932-R1,161 EAST 110 STREET,HARLEM-EAST,R4  -ELEVATOR,68,2008,65699,2166753,32.98,354.6236559,779847,11.87,1386906,11038995,168.02,2018,3,332,127.0889049,127.0889049,0,1,0,0,1,0,0,0,1,3,0,0,40.794665,-73.9435595
1-01681-7502,1942-R1,342 EAST 110 STREET,HARLEM-EAST,R4-ELEVATOR,35,2007,38481,1369154,35.58,382.5806452,442916,11.51,926238,7412000,192.61,2016,1,960,597.0800404,597.0800404,0,1,0,0,1,0,1,0,0,3,0,0,40.792237,-73.938936
1-01681-7502,1942-R1,342 EAST 110 STREET,HARLEM-EAST,R4-ELEVATOR,35,2007,38481,1476901,38.38,412.688172,502947,13.07,973954,7791002,202.46,2017,2,960,597.0800404,597.0800404,0,1,0,0,1,0,0,1,0,3,0,0,40.792237,-73.938936
1-01681-7502,1942-R1,342 EAST 110 STREET,HARLEM-EAST,R4  -ELEVATOR,35,2007,38481,1474977,38.33,412.1505376,355564,9.24,1119413,8988003,233.57,2018,3,960,597.0800404,597.0800404,0,1,0,0,1,0,0,0,1,3,0,0,40.792237,-73.938936
1-01795-7501,1956-R1,328 EAST 119 STREET,HARLEM-EAST,R4-ELEVATOR,20,2008,16136,363060,22.5,241.9354839,163135,10.11,199925,1567996,97.17,2016,1,908,536.355151,536.355151,0,1,0,0,1,0,1,0,0,3,0,0,40.7982439,-73.9353299
1-01795-7501,1956-R1,328 EAST 119 STREET,HARLEM-EAST,R4-ELEVATOR,20,2008,16136,384682,23.84,256.344086,173139,10.73,211543,1690993,104.8,2017,2,908,536.355151,536.355151,0,1,0,0,1,0,0,1,0,3,0,0,40.7982439,-73.9353299
1-01795-7501,1956-R1,328 EAST 119 STREET,HARLEM-EAST,R4  -ELEVATOR,20,2008,16136,416309,25.8,277.4193548,161360,10,254949,1975992,122.46,2018,3,908,536.355151,536.355151,0,1,0,0,1,0,0,0,1,3,0,0,40.7982439,-73.9353299
1-01710-7503,1958-R1,416 EAST 117 STREET,HARLEM-EAST,R4-ELEVATOR,15,2007,21472,773207,36.01,387.2043011,205272,9.56,567935,4545000,211.67,2016,1,1068,713.6806763,713.6806763,0,1,0,0,1,0,1,0,0,2,0,0,40.7961442,-73.9341413
1-01710-7503,1958-R1,416 EAST 117 STREET,HARLEM-EAST,R4-ELEVATOR,15,2007,21472,807991,37.63,404.6236559,227174,10.58,580817,4646003,216.37,2017,2,1068,713.6806763,713.6806763,0,1,0,0,1,0,0,1,0,2,0,0,40.7961442,-73.9341413
1-01710-7503,1958-R1,416 EAST 117 STREET,HARLEM-EAST,R4  -ELEVATOR,15,2007,21472,768268,35.78,384.7311828,159752,7.44,608516,4867003,226.67,2018,3,1068,713.6806763,713.6806763,0,1,0,0,1,0,0,0,1,2,0,0,40.7961442,-73.9341413
1-01621-7501,1993-R1,1405 5 AVENUE,HARLEM-EAST,RR-CONRENT,17,2009,17666,430344,24.36,261.9354839,204749,11.59,225595,1794000,101.55,2016,1,257,428.0622815,428.0622815,0,1,0,0,1,0,1,0,0,3,0,0,40.8001734,-73.9464985
1-01621-7501,1993-R1,1405 5 AVENUE,HARLEM-EAST,RR-CONRENT,17,2009,17666,495178,28.03,301.3978495,247677,14.02,247501,1981000,112.14,2017,2,257,428.0622815,428.0622815,0,1,0,0,1,0,0,1,0,3,0,0,40.8001734,-73.9464985
1-01621-7501,1993-R1,1405 5 AVENUE,HARLEM-EAST,RR  -CONRENT,17,2009,17666,483165,27.35,294.0860215,195563,11.07,287602,2246000,127.14,2018,3,257,428.0622815,428.0622815,0,1,0,0,1,0,0,0,1,3,0,0,40.8001734,-73.9464985
1-01661-7502,2028-R1,2025 3 AVENUE,HARLEM-EAST,R9-CONDOPS,11,2004,8755,296970,33.92,364.7311828,123358,14.09,173612,1389000,158.65,2016,1,473,223.557188,223.557188,0,1,0,0,1,0,1,0,0,3,0,0,40.7947803,-73.942067
1-01661-7502,2028-R1,2025 3 AVENUE,HARLEM-EAST,R9-CONDOPS,11,2004,8755,306513,35.01,376.4516129,128348,14.66,178165,1425000,162.76,2017,2,473,223.557188,223.557188,0,1,0,0,1,0,0,1,0,3,0,0,40.7947803,-73.942067
1-01661-7502,2028-R1,2025 3 AVENUE,HARLEM-EAST,R9  -CONDOPS,11,2004,8755,329451,37.63,404.6236559,126422,14.44,203029,1629000,186.07,2018,3,473,223.557188,223.557188,0,1,0,0,1,0,0,0,1,3,0,0,40.7947803,-73.942067
1-01644-7501,2043-R1,178 EAST 117 STREET,HARLEM-EAST,R4-ELEVATOR,22,2007,35435,948241,26.76,287.7419355,451088,12.73,497153,3977999,112.26,2016,1,407,119.3407257,119.3407257,0,1,0,0,1,0,1,0,0,3,0,0,40.7987449,-73.94031
1-01644-7501,2043-R1,178 EAST 117 STREET,HARLEM-EAST,R4-ELEVATOR,22,2007,35435,924499,26.09,280.5376344,416007,11.74,508492,4066997,114.77,2017,2,407,119.3407257,119.3407257,0,1,0,0,1,0,0,1,0,3,0,0,40.7987449,-73.94031
1-01644-7501,2043-R1,178 EAST 117 STREET,HARLEM-EAST,R4  -ELEVATOR,22,2007,35435,1065885,30.08,323.4408602,434787,12.27,631098,4978998,140.51,2018,3,407,119.3407257,119.3407257,0,1,0,0,1,0,0,0,1,3,0,0,40.7987449,-73.94031
1-01644-7502,2044-R1,160 EAST 117 STREET,HARLEM-EAST,R4-ELEVATOR,19,2007,26231,612494,23.35,251.0752688,166829,6.36,445665,3517998,134.12,2016,1,323,62.69939489,62.69939489,0,1,0,0,1,0,1,0,0,3,0,0,40.79896,-73.940922
1-01644-7502,2044-R1,160 EAST 117 STREET,HARLEM-EAST,R4-ELEVATOR,19,2007,26231,680694,25.95,279.0322581,210635,8.03,470059,3759996,143.34,2017,2,323,62.69939489,62.69939489,0,1,0,0,1,0,0,1,0,3,0,0,40.79896,-73.940922
1-01644-7502,2044-R1,160 EAST 117 STREET,HARLEM-EAST,R4  -ELEVATOR,19,2007,26231,690662,26.33,283.1182796,168665,6.43,521997,4057999,154.7,2018,3,323,62.69939489,62.69939489,0,1,0,0,1,0,0,0,1,3,0,0,40.79896,-73.940922
1-01673-7501,2062-R1,325 EAST 101 STREET,HARLEM-EAST,RR-CONRENT,34,2009,36849,1351621,36.68,394.4086022,654070,17.75,697551,5582000,151.48,2016,1,897,583.4187454,542.1179806,41.3007648,1,0,0,1,0,1,0,0,4,1,1,40.7870671,-73.9432839
1-01673-7501,2062-R1,325 EAST 101 STREET,HARLEM-EAST,RR-CONRENT,34,2009,36849,1348673,36.6,393.5483871,616115,16.72,732558,5860000,159.03,2017,2,897,583.4187454,542.1179806,41.3007648,1,0,0,1,0,0,1,0,4,1,1,40.7870671,-73.9432839
1-01673-7501,2062-R1,325 EAST 101 STREET,HARLEM-EAST,RR  -CONRENT,34,2009,36849,1417213,38.46,413.5483871,547945,14.87,869268,6980000,189.42,2018,3,897,583.4187454,542.1179806,41.3007648,1,0,0,1,0,0,0,1,4,1,1,40.7870671,-73.9432839
1-01621-7502,2095-R1,55 EAST 115 STREET,HARLEM-EAST,RR-CONRENT,55,2009,43516,1125759,25.87,278.172043,513489,11.8,612270,4899000,112.58,2016,1,1239,268.6464342,268.6464342,0,1,0,0,1,0,1,0,0,4,0,0,40.7992309,-73.9447535
1-01621-7502,2095-R1,55 EAST 115 STREET,HARLEM-EAST,RR-CONRENT,55,2009,43516,1219753,28.03,301.3978495,590077,13.56,629676,5037000,115.75,2017,2,1239,268.6464342,268.6464342,0,1,0,0,1,0,0,1,0,4,0,0,40.7992309,-73.9447535
1-01621-7502,2095-R1,55 EAST 115 STREET,HARLEM-EAST,RR  -CONRENT,55,2009,43516,1281111,29.44,316.5591398,532636,12.24,748475,5896000,135.49,2018,3,1239,268.6464342,268.6464342,0,1,0,0,1,0,0,0,1,4,0,0,40.7992309,-73.9447535
1-01683-7502,2121-R1,317 EAST 111 STREET,HARLEM-EAST,R4-ELEVATOR,21,2008,24395,877732,35.98,386.8817204,294204,12.06,583528,4669002,191.39,2016,1,851,517.7179359,517.7179359,0,1,0,0,1,0,1,0,0,3,0,0,40.7935484,-73.9389672
1-01683-7502,2121-R1,317 EAST 111 STREET,HARLEM-EAST,R4-ELEVATOR,21,2008,24395,987266,40.47,435.1612903,375195,15.38,612071,4896000,200.7,2017,2,851,517.7179359,517.7179359,0,1,0,0,1,0,0,1,0,3,0,0,40.7935484,-73.9389672
1-01683-7502,2121-R1,317 EAST 111 STREET,HARLEM-EAST,R4  -ELEVATOR,21,2008,24395,975312,39.98,429.8924731,293228,12.02,682084,5486000,224.88,2018,3,851,517.7179359,517.7179359,0,1,0,0,1,0,0,0,1,3,0,0,40.7935484,-73.9389672
1-01795-7502,2125-R1,346 EAST 119 STREET,HARLEM-EAST,R4-ELEVATOR,11,2007,12026,269262,22.39,240.7526882,116412,9.68,152850,1198006,99.62,2016,1,981,587.2213163,587.2213163,0,1,0,0,1,0,1,0,0,3,0,0,40.7980592,-73.9347651
1-01795-7502,2125-R1,346 EAST 119 STREET,HARLEM-EAST,R4-ELEVATOR,11,2007,12026,290428,24.15,259.6774194,120260,10,170168,1361004,113.17,2017,2,981,587.2213163,587.2213163,0,1,0,0,1,0,0,1,0,3,0,0,40.7980592,-73.9347651
1-01795-7502,2125-R1,346 EAST 119 STREET,HARLEM-EAST,R4  -ELEVATOR,11,2007,12026,304378,25.31,272.1505376,114006,9.48,190372,1472005,122.4,2018,3,981,587.2213163,587.2213163,0,1,0,0,1,0,0,0,1,3,0,0,40.7980592,-73.9347651
1-01631-7501,2183-R1,1635 LEXINGTON AVENUE,HARLEM-EAST,R4-ELEVATOR,42,2013,42273,1624551,38.43,413.2258065,547435,12.95,1077116,8619009,203.89,2016,1,347,72.22439515,72.22439515,0,1,0,0,1,0,1,0,0,4,1,1,40.7905603,-73.9472333
1-01631-7501,2183-R1,1635 LEXINGTON AVENUE,HARLEM-EAST,R4-ELEVATOR,42,2013,42273,1778425,42.07,452.3655914,651427,15.41,1126998,9015009,213.26,2017,2,347,72.22439515,72.22439515,0,1,0,0,1,0,0,1,0,4,1,1,40.7905603,-73.9472333
1-01631-7501,2183-R1,1635 LEXINGTON AVENUE,HARLEM-EAST,R4  -ELEVATOR,42,2013,42273,1782230,42.16,453.3333333,548281,12.97,1233949,9932004,234.95,2018,3,347,72.22439515,72.22439515,0,1,0,0,1,0,0,0,1,4,1,1,40.7905603,-73.9472333
1-01785-7502,2223-R1,2205 3 AVENUE,HARLEM-EAST,RR-CONRENT,64,2008,35564,1099995,30.93,332.5806452,457353,12.86,642642,5142000,144.58,2016,1,565,366.6765395,366.6765395,0,1,0,0,1,0,1,0,0,3,0,0,40.8006015,-73.9375895
1-01785-7502,2223-R1,2205 3 AVENUE,HARLEM-EAST,RR-CONRENT,64,2008,35564,1132713,31.85,342.4731183,475846,13.38,656867,5255000,147.76,2017,2,565,366.6765395,366.6765395,0,1,0,0,1,0,0,1,0,3,0,0,40.8006015,-73.9375895
1-01785-7502,2223-R1,2205 3 AVENUE,HARLEM-EAST,RR  -CONRENT,64,2008,35564,1263233,35.52,381.9354839,543774,15.29,719459,5754000,161.79,2018,3,565,366.6765395,366.6765395,0,1,0,0,1,0,0,0,1,3,0,0,40.8006015,-73.9375895
1-01681-7503,2246-R1,333 EAST 109 STREET,HARLEM-EAST,R4-ELEVATOR,35,2007,33892,1229602,36.28,390.1075269,429412,12.67,800190,6403005,188.92,2016,1,932,584.0265956,584.0265956,0,1,0,0,1,0,1,0,0,3,0,0,40.7920582,-73.9393346
